Average,City,Code,Direction,Full,Maximum,Minimum,Month,Precipitation,WindSpeed,State,Day,Year
6,Bettles,BTT,29,1/10/2016,19,-2,1,0,3.98,Alaska,10,2016
32,Cold Bay,CDB,22,1/10/2016,35,29,1,2.35,14.3,Alaska,10,2016
35,Cordova,CDV,12,1/10/2016,42,29,1,0.81,5.88,Alaska,10,2016
13,Delta Junction/Ft Greely,BIG,11,1/10/2016,17,9,1,0,18.5,Alaska,10,2016
2,Fairbanks,FAI,7,1/10/2016,12,-7,1,0,1.58,Alaska,10,2016
0,Gulkana,GKN,33,1/10/2016,7,-6,1,0,1.35,Alaska,10,2016
37,Homer,HOM,7,1/10/2016,42,31,1,1.75,9.45,Alaska,10,2016
37,Iliamna,ILI,11,1/10/2016,41,33,1,0,14.15,Alaska,10,2016
27,Juneau,JNU,13,1/10/2016,31,22,1,0.33,1.81,Alaska,10,2016
30,Kenai,ENA,3,1/10/2016,35,25,1,0.03,13.51,Alaska,10,2016
34,Ketchikan,KTN,23,1/10/2016,39,28,1,1.33,5.17,Alaska,10,2016
35,King Salmon,AKN,8,1/10/2016,41,29,1,0.04,14.55,Alaska,10,2016
37,Kodiak,ADQ,11,1/10/2016,41,33,1,2.66,16.28,Alaska,10,2016
23,Kotzebue,OTZ,10,1/10/2016,27,18,1,0.03,18.08,Alaska,10,2016
14,Mc Grath,MCG,21,1/10/2016,24,4,1,0,1.72,Alaska,10,2016
29,Nome,OME,7,1/10/2016,32,24,1,0.09,16.57,Alaska,10,2016
-13,Northway,ORT,18,1/10/2016,-8,-19,1,0,0.32,Alaska,10,2016
27,Palmer,PAQ,21,1/10/2016,36,21,1,0,8.87,Alaska,10,2016
60,Petersburg,PSG,20,1/10/2016,60,60,1,0,2.34,Alaska,10,2016
60,Shemya,SYA,32,1/10/2016,60,60,1,0,14,Alaska,10,2016
39,Sitka,SIT,16,1/10/2016,43,33,1,0.13,6.31,Alaska,10,2016
33,Skagway,SGY,9,1/10/2016,36,29,1,0.12,18.64,Alaska,10,2016
32,St Paul Island,SNP,23,1/10/2016,36,29,1,0.77,18.52,Alaska,10,2016
24,Talkeetna,TKA,6,1/10/2016,32,16,1,0,5.15,Alaska,10,2016
9,Tanana,TAL,9,1/10/2016,16,1,1,0,4.65,Alaska,10,2016
8,Utqiagvik (Barrow),BRW,10,1/10/2016,16,0,1,0.05,12.25,Alaska,10,2016
33,Yakutat,YAK,7,1/10/2016,39,25,1,1.26,2.42,Alaska,10,2016
41,Douglas Bisbee,DUG,25,1/10/2016,52,30,1,1.16,4.5,Arizona,10,2016
42,Kingman,IGM,18,1/10/2016,49,34,1,0.61,5.17,Arizona,10,2016
52,Phoenix,PHX,14,1/10/2016,57,47,1,1.13,3.64,Arizona,10,2016
48,Tucson,TUS,17,1/10/2016,56,41,1,1.53,4.98,Arizona,10,2016
35,Winslow,INW,19,1/10/2016,45,25,1,0.12,3.81,Arizona,10,2016
38,Fort Smith,FSM,17,1/10/2016,44,30,1,0.37,7.5,Arkansas,10,2016
34,Harrison,HRO,19,1/10/2016,42,26,1,0.79,7.78,Arkansas,10,2016
40,North Little Rock,LZK,0,1/10/2016,47,32,1,1.63,0,Arkansas,10,2016
51,Bakersfield,BFL,13,1/10/2016,58,43,1,0.69,1.75,California,10,2016
36,Bishop,BIH,24,1/10/2016,48,24,1,0.16,5.4,California,10,2016
43,China Lake,NID,19,1/10/2016,52,34,1,0,3.8,California,10,2016
49,Concord,CCR,18,1/10/2016,54,44,1,1.83,2.94,California,10,2016
49,Eureka,EKA,0,1/10/2016,55,42,1,2.49,0,California,10,2016
47,Fresno,FAT,17,1/10/2016,54,41,1,1.28,3.42,California,10,2016
51,Hayward,HWD,11,1/10/2016,56,46,1,1.15,5.81,California,10,2016
55,Long Beach,LGB,23,1/10/2016,62,48,1,1.96,1.58,California,10,2016
55,Los Angeles,LAX,23,1/10/2016,60,49,1,2.73,3.04,California,10,2016
46,Red Bluff,RBL,26,1/10/2016,51,42,1,3.59,5.14,California,10,2016
45,Redding,RDD,18,1/10/2016,51,40,1,4.71,2.5,California,10,2016
48,Sacramento,SAC,19,1/10/2016,53,41,1,2.27,4.04,California,10,2016
51,Salinas,SNS,12,1/10/2016,56,45,1,1.09,8.04,California,10,2016
57,San Diego,SAN,19,1/10/2016,61,53,1,2.98,3.62,California,10,2016
51,San Francisco,SFO,10,1/10/2016,54,47,1,2.17,4.45,California,10,2016
39,Sandberg,SDB,19,1/10/2016,43,34,1,1.89,9.58,California,10,2016
54,Santa Barbara,SBA,17,1/10/2016,60,47,1,4.15,2.22,California,10,2016
53,Santa Maria,SMX,23,1/10/2016,60,45,1,1.59,3.6,California,10,2016
47,Stockton,SCK,14,1/10/2016,53,40,1,1.43,5.4,California,10,2016
14,Alamosa,ALS,23,1/10/2016,27,1,1,0.55,0.92,Colorado,10,2016
29,Colorado Springs,COS,19,1/10/2016,39,18,1,0.18,2.92,Colorado,10,2016
15,Craig,CAG,18,1/10/2016,26,5,1,0.34,0.8,Colorado,10,2016
27,Denver,DEN,18,1/10/2016,37,16,1,0.38,4.31,Colorado,10,2016
26,Grand Junction,GJT,13,1/10/2016,33,18,1,0.31,1.48,Colorado,10,2016
28,Pueblo,PUB,12,1/10/2016,42,14,1,0.41,2.14,Colorado,10,2016
33,Bridgeport,BDR,21,1/10/2016,43,23,1,1.23,7.78,Connecticut,10,2016
29,Windsor Locks,BDL,21,1/10/2016,41,17,1,1.46,5.05,Connecticut,10,2016
35,Wilmington,ILG,22,1/10/2016,45,25,1,0.68,6.18,Delaware,10,2016
63,Daytona Beach,DAB,15,1/10/2016,70,56,1,0.05,8.45,Florida,10,2016
70,Fort Lauderdale,FLL,20,1/10/2016,77,62,1,0.94,6.9,Florida,10,2016
56,Gainesville,GNV,12,1/10/2016,64,47,1,0.16,7.41,Florida,10,2016
53,Jacksonville,JAX,15,1/10/2016,59,46,1,0.21,8.52,Florida,10,2016
72,Key West,EYW,16,1/10/2016,76,68,1,0.46,8.34,Florida,10,2016
70,Miami,MIA,19,1/10/2016,77,63,1,0.84,5.75,Florida,10,2016
63,Orlando,MCO,17,1/10/2016,70,54,1,0.55,7.37,Florida,10,2016
51,Pensacola,PNS,13,1/10/2016,58,42,1,0.69,6.24,Florida,10,2016
54,Tallahassee,TLH,13,1/10/2016,62,45,1,0.92,7.4,Florida,10,2016
63,Tampa,TPA,14,1/10/2016,71,55,1,1.19,6.28,Florida,10,2016
65,Vero Beach,VRB,19,1/10/2016,73,57,1,1.59,6.87,Florida,10,2016
68,West Palm Beach,PBI,21,1/10/2016,75,60,1,0.99,7.2,Florida,10,2016
49,Alma,AMG,12,1/10/2016,58,40,1,0.69,4.17,Georgia,10,2016
42,Athens,AHN,14,1/10/2016,50,33,1,0.47,6.84,Georgia,10,2016
43,Atlanta,ATL,15,1/10/2016,50,35,1,0.64,10.48,Georgia,10,2016
45,Augusta,AGS,7,1/10/2016,54,36,1,0.16,7.4,Georgia,10,2016
46,Macon,MCN,13,1/10/2016,53,37,1,0.26,7.84,Georgia,10,2016
49,Savannah,SAV,10,1/10/2016,57,41,1,0.14,8.22,Georgia,10,2016
73,Hilo,ITO,20,1/10/2016,83,63,1,0.33,1.98,Hawaii,10,2016
74,Honolulu,HNL,12,1/10/2016,81,67,1,0,5.08,Hawaii,10,2016
72,Kahului,OGG,8,1/10/2016,82,62,1,0.44,6.47,Hawaii,10,2016
72,Kaunakakai,MKK,16,1/10/2016,80,64,1,0.16,5.25,Hawaii,10,2016
73,Lihue,LIH,24,1/10/2016,80,66,1,0.08,5.11,Hawaii,10,2016
33,Boise,BOI,19,1/10/2016,39,27,1,0.04,1.9,Idaho,10,2016
36,Lewiston,LWS,14,1/10/2016,40,30,1,0.01,2.08,Idaho,10,2016
30,Pocatello,PIH,16,1/10/2016,35,24,1,0.09,3.94,Idaho,10,2016
29,Chicago,ORD,23,1/10/2016,35,22,1,0.47,8.92,Illinois,10,2016
26,Moline,MLI,21,1/10/2016,33,19,1,0.22,7.71,Illinois,10,2016
30,Peoria,PIA,23,1/10/2016,36,22,1,0.51,7.97,Illinois,10,2016
28,Quincy,UIN,18,1/10/2016,36,20,1,0.21,9.07,Illinois,10,2016
26,Rockford,RFD,23,1/10/2016,32,20,1,0.65,8.62,Illinois,10,2016
35,Springfield,SPI,23,1/10/2016,38,23,1,0.59,10.2,Illinois,10,2016
36,Evansville,EVV,21,1/10/2016,45,26,1,12.65,4.52,Indiana,10,2016
31,Fort Wayne,FWA,20,1/10/2016,40,21,1,1.15,6.75,Indiana,10,2016
34,Indianapolis,IND,19,1/10/2016,42,25,1,1.08,8.75,Indiana,10,2016
27,South Bend,SBN,17,1/10/2016,36,18,1,0.87,7.35,Indiana,10,2016
22,Cedar Rapids,CID,20,1/10/2016,28,15,1,0.17,9.8,Iowa,10,2016
23,Des Moines,DSM,22,1/10/2016,29,16,1,0.44,8.8,Iowa,10,2016
22,Dubuque,DBQ,18,1/10/2016,28,16,1,0.23,10,Iowa,10,2016
21,Sioux City,SUX,19,1/10/2016,28,15,1,0.48,9.77,Iowa,10,2016
20,Waterloo,ALO,23,1/10/2016,26,14,1,0.52,9.67,Iowa,10,2016
26,Concordia,CNK,20,1/10/2016,33,17,1,0.42,10.24,Kansas,10,2016
31,Dodge City,DDC,21,1/10/2016,39,22,1,0.25,12,Kansas,10,2016
28,Goodland,GLD,22,1/10/2016,39,15,1,0.02,9.98,Kansas,10,2016
31,Medicine Lodge,P28,20,1/10/2016,37,23,1,0.5,7.94,Kansas,10,2016
28,Topeka,TOP,20,1/10/2016,35,21,1,0.73,7.47,Kansas,10,2016
30,Wichita,ICT,22,1/10/2016,37,23,1,0.18,10.34,Kansas,10,2016
35,Covington,CVG,19,1/10/2016,45,25,1,0.79,6.97,Kentucky,10,2016
38,Jackson,JKL,18,1/10/2016,48,28,1,0.83,2.14,Kentucky,10,2016
36,Lexington,LEX,18,1/10/2016,46,26,1,0.47,7.82,Kentucky,10,2016
39,Louisville,SDF,18,1/10/2016,48,29,1,0.4,6.91,Kentucky,10,2016
36,Paducah,PAH,18,1/10/2016,45,26,1,2.13,5.31,Kentucky,10,2016
51,Baton Rouge,BTR,13,1/10/2016,60,41,1,1.84,6.15,Louisiana,10,2016
51,Lake Charles,LCH,15,1/10/2016,61,41,1,2.1,8.01,Louisiana,10,2016
54,New Orleans,MSY,14,1/10/2016,61,47,1,0.75,8.84,Louisiana,10,2016
46,Shreveport,SHV,16,1/10/2016,54,37,1,1.5,6.58,Louisiana,10,2016
51,Slidell,ASD,11,1/10/2016,61,40,1,0.27,4.03,Louisiana,10,2016
22,Bangor,BGR,21,1/10/2016,34,9,1,1.99,5.52,Maine,10,2016
18,Caribou,CAR,19,1/10/2016,26,9,1,0.52,6.44,Maine,10,2016
27,Portland,PWM,19,1/10/2016,37,16,1,2.11,5.88,Maine,10,2016
35,Baltimore,BWI,18,1/10/2016,44,26,1,1.05,4.67,Maryland,10,2016
39,Salisbury,SBY,15,1/10/2016,49,27,1,0.28,6.34,Maryland,10,2016
33,Boston,BOS,19,1/10/2016,41,25,1,1.39,7.51,Massachusetts,10,2016
60,Milton,MQE,21,1/10/2016,60,60,1,0,9.51,Massachusetts,10,2016
28,Worcester,ORH,20,1/10/2016,36,19,1,1.12,6.7,Massachusetts,10,2016
24,Alpena,APN,19,1/10/2016,33,14,1,0.69,6.1,Michigan,10,2016
31,Detroit,DTW,20,1/10/2016,39,22,1,0.66,5.87,Michigan,10,2016
30,Flint,FNT,17,1/10/2016,39,21,1,0.71,7.12,Michigan,10,2016
29,Grand Rapids,GRR,17,1/10/2016,36,22,1,0.82,7.62,Michigan,10,2016
24,Houghton Lake,HTL,18,1/10/2016,32,16,1,0.78,6.77,Michigan,10,2016
28,Lansing,LAN,17,1/10/2016,36,21,1,0.86,7.34,Michigan,10,2016
21,Marquette,MQT,0,1/10/2016,27,16,1,0.61,0,Michigan,10,2016
30,Muskegon,MKG,18,1/10/2016,37,22,1,0.95,8.38,Michigan,10,2016
25,Sault Ste Marie,ANJ,19,1/10/2016,31,18,1,0.61,6.61,Michigan,10,2016
16,Duluth,DLH,23,1/10/2016,23,8,1,0.18,8.68,Minnesota,10,2016
14,International Falls,INL,20,1/10/2016,20,7,1,0.1,5.78,Minnesota,10,2016
19,Minneapolis,MSP,21,1/10/2016,25,12,1,0.17,8.74,Minnesota,10,2016
17,Rochester,RST,23,1/10/2016,23,11,1,0.44,12.62,Minnesota,10,2016
17,St Cloud,STC,22,1/10/2016,22,8,1,0.13,8.54,Minnesota,10,2016
42,Greenville,GLH,15,1/10/2016,50,35,1,1.23,8.21,Mississippi,10,2016
43,Greenwood,GWO,15,1/10/2016,53,32,1,0.35,5.12,Mississippi,10,2016
51,Gulfport,GPT,19,1/10/2016,59,41,1,0.32,6.52,Mississippi,10,2016
47,Hattiesburg,HBG,19,1/10/2016,58,35,1,0.11,3.94,Mississippi,10,2016
46,Jackson,JAN,14,1/10/2016,55,36,1,1.15,5.95,Mississippi,10,2016
45,Meridian,MEI,13,1/10/2016,53,33,1,0.1,5.37,Mississippi,10,2016
40,Tupelo,TUP,17,1/10/2016,49,30,1,0.4,6.15,Mississippi,10,2016
35,Cape Girardeau,CGI,18,1/10/2016,43,27,1,1.4,8.58,Missouri,10,2016
31,Columbia,COU,18,1/10/2016,38,23,1,0.69,9.42,Missouri,10,2016
28,Kansas City,MCI,21,1/10/2016,35,21,1,0.6,9.34,Missouri,10,2016
31,Rolla/Vichy,VIH,19,1/10/2016,38,23,1,0.67,9.72,Missouri,10,2016
32,Springfield,SGF,19,1/10/2016,39,25,1,0.69,10.97,Missouri,10,2016
26,St Joseph,STJ,21,1/10/2016,32,19,1,0.54,8.41,Missouri,10,2016
34,St Louis,STL,23,1/10/2016,42,26,1,0.52,9.15,Missouri,10,2016
23,Billings,BIL,18,1/10/2016,29,15,1,0.09,7.54,Montana,10,2016
18,Butte,BTM,26,1/10/2016,27,9,1,0.13,1.32,Montana,10,2016
10,Cut Bank,CTB,28,1/10/2016,21,2,1,0.07,7.65,Montana,10,2016
19,Dillon,DLN,14,1/10/2016,27,13,1,0.05,4.71,Montana,10,2016
11,Glasgow,GGW,21,1/10/2016,17,3,1,0.11,6.74,Montana,10,2016
15,Great Falls,GTF,15,1/10/2016,23,7,1,0.14,5.25,Montana,10,2016
9,Havre,HVR,25,1/10/2016,18,0,1,0.12,4.65,Montana,10,2016
16,Helena,HLN,21,1/10/2016,23,7,1,0.15,1.94,Montana,10,2016
22,Kalispell,GPI,15,1/10/2016,27,17,1,0.02,2.08,Montana,10,2016
13,Miles City,MLS,21,1/10/2016,25,0,1,0,5.21,Montana,10,2016
21,Missoula,MSO,12,1/10/2016,26,15,1,0.01,1.88,Montana,10,2016
22,Grand Island,GRI,20,1/10/2016,30,14,1,0.09,11.48,Nebraska,10,2016
24,Lincoln,LNK,21,1/10/2016,31,17,1,0.51,10.65,Nebraska,10,2016
20,Norfolk,OFK,20,1/10/2016,28,12,1,0.25,11.07,Nebraska,10,2016
25,North Platte,LBF,20,1/10/2016,35,15,1,0.04,7.1,Nebraska,10,2016
23,Omaha,OMA,20,1/10/2016,29,16,1,0.71,11.07,Nebraska,10,2016
21,Scottsbluff,BFF,26,1/10/2016,31,9,1,0.04,4.11,Nebraska,10,2016
20,Sidney,SNY,29,1/10/2016,31,9,1,0,7.52,Nebraska,10,2016
17,Valentine,VTN,27,1/10/2016,27,7,1,0.01,8.7,Nebraska,10,2016
22,Ely,ELY,23,1/10/2016,30,12,1,1.12,7.84,Nevada,10,2016
25,Eureka,P68,19,1/10/2016,34,17,1,0.08,5.28,Nevada,10,2016
48,Las Vegas,LAS,16,1/10/2016,54,43,1,0.26,3.02,Nevada,10,2016
42,Mercury,DRA,9,1/10/2016,48,36,1,0.88,5.17,Nevada,10,2016
33,Reno,RNO,16,1/10/2016,40,26,1,0.25,1.4,Nevada,10,2016
30,Winnemucca,WMC,13,1/10/2016,36,23,1,0.67,3.48,Nevada,10,2016
25,Concord,CON,21,1/10/2016,38,13,1,0.82,3.65,New Hampshire,10,2016
60,Mt. Washington,MWN,24,1/10/2016,60,60,1,0,31.11,New Hampshire,10,2016
35,Atlantic City,ACY,17,1/10/2016,46,23,1,0.8,6.57,New Jersey,10,2016
34,Newark,EWR,20,1/10/2016,44,24,1,1.78,7.24,New Jersey,10,2016
35,Albuquerque,ABQ,22,1/10/2016,40,28,1,0.37,2.61,New Mexico,10,2016
31,Clayton,CAO,17,1/10/2016,41,21,1,0.27,9.2,New Mexico,10,2016
31,Roswell,ROW,24,1/10/2016,39,23,1,0.11,1.67,New Mexico,10,2016
27,Albany,ALB,24,1/10/2016,38,16,1,0.9,4.08,New York,10,2016
25,Binghamton,BGM,21,1/10/2016,34,15,1,0.74,7.14,New York,10,2016
29,Buffalo,BUF,15,1/10/2016,37,20,1,0.64,7.87,New York,10,2016
24,Glens Falls,GFL,14,1/10/2016,34,14,1,0.77,2.61,New York,10,2016
34,Islip,ISP,21,1/10/2016,44,24,1,1.72,7.87,New York,10,2016
37,New York,LGA,21,1/10/2016,44,29,1,1.42,8.44,New York,10,2016
29,Rochester,ROC,22,1/10/2016,37,20,1,0.63,7.14,New York,10,2016
27,Syracuse,SYR,14,1/10/2016,37,15,1,0.68,5.07,New York,10,2016
37,Asheville,AVL,24,1/10/2016,46,27,1,0.48,5.41,North Carolina,10,2016
51,Cape Hatteras,HSE,15,1/10/2016,56,45,1,1.47,9.17,North Carolina,10,2016
40,Charlotte,CLT,11,1/10/2016,49,30,1,0.42,6.12,North Carolina,10,2016
37,Greensboro,GSO,12,1/10/2016,45,30,1,0.39,6.38,North Carolina,10,2016
37,Hickory,HKY,11,1/10/2016,46,28,1,0.66,3.71,North Carolina,10,2016
40,Raleigh/Durham,RDU,6,1/10/2016,47,33,1,0.27,4.97,North Carolina,10,2016
47,Wilmington,ILM,14,1/10/2016,54,39,1,0.34,9.6,North Carolina,10,2016
10,Bismarck,BIS,15,1/10/2016,19,0,1,0,4.98,North Dakota,10,2016
11,Dickinson,DIK,25,1/10/2016,19,2,1,0,7.02,North Dakota,10,2016
12,Fargo,FAR,23,1/10/2016,19,4,1,0.32,10.47,North Dakota,10,2016
8,Grand Forks,GFK,27,1/10/2016,15,1,1,0,10.82,North Dakota,10,2016
10,Williston,ISN,21,1/10/2016,20,3,1,0.05,4,North Dakota,10,2016
31,Akron,CAK,20,1/10/2016,40,21,1,0.74,7.15,Ohio,10,2016
32,Cleveland,CLE,15,1/10/2016,41,22,1,0.81,7.94,Ohio,10,2016
31,Columbus,CMH,20,1/10/2016,41,21,1,0.78,5.6,Ohio,10,2016
32,Dayton,DAY,19,1/10/2016,42,22,1,1.03,8.08,Ohio,10,2016
31,Mansfield,MFD,20,1/10/2016,41,20,1,1.03,8.05,Ohio,10,2016
29,Toledo,TOL,16,1/10/2016,39,19,1,0.85,5.31,Ohio,10,2016
29,Youngstown/Warren,YNG,18,1/10/2016,39,18,1,0.73,6.97,Ohio,10,2016
33,Gage,GAG,18,1/10/2016,40,24,1,0.17,10.01,Oklahoma,10,2016
35,Oklahoma City,OKC,22,1/10/2016,42,27,1,0.11,10.87,Oklahoma,10,2016
36,Ponca City,PNC,20,1/10/2016,40,28,1,0.16,8.5,Oklahoma,10,2016
34,Tulsa,TUL,26,1/10/2016,40,26,1,0.58,8.75,Oklahoma,10,2016
43,Astoria,AST,8,1/10/2016,49,37,1,0.41,5.88,Oregon,10,2016
18,Burns,BNO,23,1/10/2016,28,9,1,0.2,2.02,Oregon,10,2016
38,Eugene,EUG,11,1/10/2016,41,34,1,0.43,2.27,Oregon,10,2016
42,Medford,MFR,18,1/10/2016,51,31,1,0.15,2.35,Oregon,10,2016
28,Pendleton,PDT,17,1/10/2016,31,24,1,0.05,2.11,Oregon,10,2016
38,Portland,PDX,10,1/10/2016,44,31,1,0.21,4.9,Oregon,10,2016
29,Redmond,RDM,21,1/10/2016,38,20,1,0.07,2.47,Oregon,10,2016
37,Salem,SLE,12,1/10/2016,42,32,1,0.27,1,Oregon,10,2016
32,Allentown,ABE,21,1/10/2016,43,20,1,1.07,4.77,Pennsylvania,10,2016
31,Erie,ERI,15,1/10/2016,40,22,1,0.58,9.12,Pennsylvania,10,2016
32,Harrisburg,MDT,20,1/10/2016,41,22,1,1.48,3.91,Pennsylvania,10,2016
36,Philadelphia,PHL,21,1/10/2016,45,27,1,0.63,6.92,Pennsylvania,10,2016
29,Pittsburgh,PIT,18,1/10/2016,40,17,1,0.85,5.15,Pennsylvania,10,2016
29,Wilkes-Barre/Scranton,AVP,14,1/10/2016,40,17,1,1.26,4.54,Pennsylvania,10,2016
28,Williamsport,IPT,18,1/10/2016,38,17,1,1.78,3.98,Pennsylvania,10,2016
79,San Juan,SJU,8,1/10/2016,84,73,1,0.34,2.77,Puerto Rico,10,2016
32,Providence,PVD,19,1/10/2016,42,22,1,1.41,6.75,Rhode Island,10,2016
42,Anderson,AND,8,1/10/2016,50,33,1,0.34,7.34,South Carolina,10,2016
48,Charleston,CHS,5,1/10/2016,57,39,1,0,9.28,South Carolina,10,2016
45,Columbia,CAE,6,1/10/2016,52,37,1,0.27,6.35,South Carolina,10,2016
40,Greer,GSP,11,1/10/2016,49,31,1,0.5,6.34,South Carolina,10,2016
15,Aberdeen,ABR,18,1/10/2016,23,6,1,0.04,9.91,South Dakota,10,2016
13,Huron,HON,26,1/10/2016,21,5,1,0.04,9.48,South Dakota,10,2016
14,Pierre,PIR,28,1/10/2016,22,6,1,0,7,South Dakota,10,2016
17,Rapid City,RAP,22,1/10/2016,27,7,1,0,6.81,South Dakota,10,2016
16,Sioux Falls,FSD,22,1/10/2016,23,9,1,0.31,9.35,South Dakota,10,2016
37,Bristol/Jhnsn Cty/Kngsprt,TRI,13,1/10/2016,49,25,1,0.67,3.52,Tennessee,10,2016
41,Chattanooga,CHA,19,1/10/2016,49,32,1,0.61,4.82,Tennessee,10,2016
36,Clarksville,CKV,19,1/10/2016,46,26,1,0.85,5.98,Tennessee,10,2016
37,Crossville,CSV,14,1/10/2016,46,28,1,0.94,5.44,Tennessee,10,2016
38,Knoxville,TYS,10,1/10/2016,48,27,1,0.32,5,Tennessee,10,2016
41,Memphis,MEM,16,1/10/2016,48,32,1,1.42,7.35,Tennessee,10,2016
41,Nashville,BNA,19,1/10/2016,50,30,1,0.3,5.84,Tennessee,10,2016
39,Oak Ridge,OQT,11,1/10/2016,49,28,1,0.51,1.45,Tennessee,10,2016
42,Abilene,ABI,18,1/10/2016,51,33,1,0.04,7.08,Texas,10,2016
32,Amarillo,AMA,19,1/10/2016,41,23,1,0.08,10.62,Texas,10,2016
48,Austin/Bergstrom,AUS,12,1/10/2016,59,37,1,0.64,5.1,Texas,10,2016
50,Austin/City,ATT,19,1/10/2016,59,40,1,0.13,2.2,Texas,10,2016
53,Beaumont/Port Arthur,BPT,15,1/10/2016,62,43,1,2.19,8.84,Texas,10,2016
59,Brownsville,BRO,20,1/10/2016,69,49,1,0.1,6.04,Texas,10,2016
37,Childress,CDS,16,1/10/2016,44,30,1,0.34,6.71,Texas,10,2016
49,College Station,CLL,17,1/10/2016,57,40,1,1.21,6.65,Texas,10,2016
55,Corpus Christi,CRP,14,1/10/2016,64,45,1,0.25,7.11,Texas,10,2016
32,Dalhart,DHT,21,1/10/2016,43,22,1,0.11,9.04,Texas,10,2016
44,Dallas,DAL,16,1/10/2016,51,36,1,1.23,7.37,Texas,10,2016
44,Dallas-Fort Worth,DFW,16,1/10/2016,51,37,1,0.84,7.87,Texas,10,2016
53,Del Rio,DRT,18,1/10/2016,61,41,1,0,4.8,Texas,10,2016
42,El Paso,ELP,24,1/10/2016,50,34,1,0.46,8.15,Texas,10,2016
44,Fort Worth,FTW,20,1/10/2016,52,36,1,0.49,7.34,Texas,10,2016
54,Galveston,GLS,15,1/10/2016,60,47,1,0.55,10.08,Texas,10,2016
53,Houston,HOU,15,1/10/2016,62,44,1,1.62,6.64,Texas,10,2016
36,Lubbock,LBB,22,1/10/2016,44,27,1,0.29,8.08,Texas,10,2016
42,Midland,MAF,19,1/10/2016,53,32,1,0.05,8.64,Texas,10,2016
43,San Angelo,SJT,18,1/10/2016,55,31,1,0,6.71,Texas,10,2016
51,San Antonio,SAT,19,1/10/2016,60,40,1,0.06,4.42,Texas,10,2016
52,Victoria,VCT,18,1/10/2016,63,41,1,1.5,6.75,Texas,10,2016
45,Waco,ACT,23,1/10/2016,54,36,1,0.22,5.95,Texas,10,2016
39,Wichita Falls,SPS,12,1/10/2016,48,30,1,0.11,9.68,Texas,10,2016
31,Salt Lake City,SLC,26,1/10/2016,35,26,1,0.29,2.1,Utah,10,2016
34,Blacksburg,BCB,20,1/10/2016,43,24,1,0.9,4.11,VA,10,2016
25,Burlington,BTV,14,1/10/2016,33,16,1,0.52,5.81,Vermont,10,2016
35,Lynchburg,LYH,13,1/10/2016,43,27,1,0.71,3.3,Virginia,10,2016
44,Norfolk,ORF,10,1/10/2016,50,38,1,0.11,11.3,Virginia,10,2016
39,Richmond,RIC,19,1/10/2016,47,30,1,0.68,7.08,Virginia,10,2016
34,Roanoke,ROA,20,1/10/2016,43,24,1,0.9,4.11,Virginia,10,2016
40,Wallops Island,WAL,14,1/10/2016,49,31,1,0.27,7.78,Virginia,10,2016
37,Washington,DCA,17,1/10/2016,44,29,1,0.79,6.91,Virginia,10,2016
31,Deer Park,DEW,9,1/10/2016,34,28,1,0.09,3.01,Washington,10,2016
32,Ephrata,EPH,21,1/10/2016,35,29,1,0.16,2.58,Washington,10,2016
36,Olympia,OLM,9,1/10/2016,41,30,1,0.34,0.92,Washington,10,2016
41,Quillayute,UIL,7,1/10/2016,49,32,1,0.38,4.31,Washington,10,2016
41,Seattle,SEA,5,1/10/2016,47,35,1,0.26,3.92,Washington,10,2016
31,Spokane,GEG,13,1/10/2016,34,27,1,0.02,4.82,Washington,10,2016
33,Yakima,YKM,27,1/10/2016,36,29,1,0.21,1.44,Washington,10,2016
33,Beckley,BKW,17,1/10/2016,42,23,1,0.53,7.3,West Virginia,10,2016
35,Charleston,CRW,18,1/10/2016,47,22,1,0.23,3.77,West Virginia,10,2016
29,Elkins,EKN,26,1/10/2016,44,14,1,0.47,3.06,West Virginia,10,2016
34,Huntington,HTS,16,1/10/2016,45,23,1,0.52,4.12,West Virginia,10,2016
23,Green Bay,GRB,18,1/10/2016,30,15,1,0.72,7.77,Wisconsin,10,2016
23,La Crosse,LSE,20,1/10/2016,29,16,1,0.56,8.21,Wisconsin,10,2016
24,Madison,MSN,18,1/10/2016,29,16,1,0.52,7.25,Wisconsin,10,2016
27,Milwaukee,MKE,24,1/10/2016,33,20,1,0.27,8.01,Wisconsin,10,2016
22,Casper,CPR,25,1/10/2016,30,14,1,0.3,9.98,Wyoming,10,2016
25,Cheyenne,CYS,29,1/10/2016,37,14,1,0.29,4.95,Wyoming,10,2016
15,Lander,LND,28,1/10/2016,23,6,1,0.36,0.7,Wyoming,10,2016
18,Rawlins,RWL,11,1/10/2016,27,9,1,0.3,5.52,Wyoming,10,2016
22,Sheridan,SHR,28,1/10/2016,32,11,1,0.01,2.97,Wyoming,10,2016
42,Birmingham,BHM,28,1/17/2016,52,31,1,0.34,3.94,Alabama,17,2016
39,Huntsville,HSV,22,1/17/2016,49,29,1,0.16,4.57,Alabama,17,2016
48,Mobile,MOB,16,1/17/2016,60,35,1,2.24,4.37,Alabama,17,2016
45,Montgomery,MGM,26,1/17/2016,56,32,1,1.48,3.92,Alabama,17,2016
24,Anchorage,ANC,7,1/17/2016,28,19,1,0.15,3.78,Alaska,17,2016
43,Annette,ANN,10,1/17/2016,46,38,1,2.59,8.68,Alaska,17,2016
